Student index,age,hostel,mess,year,department,program,batch,inCampus
682,22,Bakul Nivas,Kadamba Mess,4,2019102029,Ph.D,2019102029,1
683,21,Bakul Nivas,South Mess,3,2019102031,Ph.D,2019102031,1
684,23,Parijat Nivas,Kadamba Mess,2,2019102032,B.Tech,2019102032,1
685,22,Bakul Nivas,South Mess,3,2019102033,B.Tech,2019102033,1
686,22,Bakul Nivas,Kadamba Mess,2,2019102034,B.Tech,2019102034,1
687,18,Bakul Nivas,South Mess,3,2019102035,B.Tech,2019102035,1
688,19,Bakul Nivas,Yuktahaar Mess,1,2019102036,Ph.D,2019102036,1
689,21,Bakul Nivas,Kadamba Mess,3,2019102037,Ph.D,2019102037,1
690,24,Bakul Nivas,Kadamba Mess,2,2019102038,B.Tech,2019102038,1
691,22,Bakul Nivas,Kadamba Mess,3,2019102039,B.Tech,2019102039,1
692,19,Bakul Nivas,Yuktahaar Mess,2,2019102040,B.Tech,2019102040,1
693,24,Parijat Nivas,Kadamba Mess,4,2019102041,B.Tech,2019102041,1
694,21,Bakul Nivas,Yuktahaar Mess,4,2019102042,B.Tech,2019102042,1
695,21,Bakul Nivas,South Mess,4,2019102043,B.Tech,2019102043,1
696,21,Parijat Nivas,Kadamba Mess,3,2019102044,B.Tech,2019102044,1
697,22,Bakul Nivas,Kadamba Mess,2,2019102045,B.Tech,2019102045,1
698,21,Bakul Nivas,South Mess,3,2019102046,Ph.D,2019102046,1
699,23,Parijat Nivas,Kadamba Mess,4,2019102051,B.Tech,2019102051,1
700,20,Parijat Nivas,Kadamba Mess,2,2019102052,B.Tech,2019102052,1
701,24,Bakul Nivas,South Mess,2,2019102053,B.Tech,2019102053,1
702,20,Parijat Nivas,South Mess,2,2019102054,B.Tech,2019102054,1
703,19,Bakul Nivas,Yuktahaar Mess,4,2019111001,Ph.D,2019111001,1
704,19,Bakul Nivas,South Mess,4,2019111002,B.Tech,2019111002,1
705,21,Bakul Nivas,South Mess,4,2019111003,B.Tech,2019111003,1
706,23,Bakul Nivas,South Mess,1,2019111004,B.Tech,2019111004,1
707,20,Bakul Nivas,Kadamba Mess,1,2019111005,B.Tech,2019111005,1
708,22,Bakul Nivas,Yuktahaar Mess,4,2019111006,B.Tech,2019111006,1
709,20,Bakul Nivas,Yuktahaar Mess,3,2019111007,B.Tech,2019111007,1
710,20,Bakul Nivas,Kadamba Mess,2,2019111008,B.Tech,2019111008,1
711,22,Parijat Nivas,South Mess,3,2019111009,Ph.D,2019111009,1
712,24,Bakul Nivas,Yuktahaar Mess,4,2019111010,B.Tech,2019111010,1
713,21,Bakul Nivas,Kadamba Mess,2,2019111011,B.Tech,2019111011,1
714,20,Bakul Nivas,South Mess,1,2019111012,B.Tech,2019111012,1
715,20,Bakul Nivas,South Mess,4,2019111013,B.Tech,2019111013,1
716,20,Bakul Nivas,South Mess,2,2019111014,Ph.D,2019111014,1
717,19,Bakul Nivas,Kadamba Mess,3,2019111015,Ph.D,2019111015,1
718,19,Parijat Nivas,South Mess,2,2019111016,B.Tech,2019111016,1
719,20,Bakul Nivas,South Mess,3,2019111017,B.Tech,2019111017,1
720,19,Bakul Nivas,Kadamba Mess,4,2019111018,Ph.D,2019111018,1
721,23,Bakul Nivas,Yuktahaar Mess,1,2019111019,B.Tech,2019111019,1
722,18,Bakul Nivas,Yuktahaar Mess,2,2019111020,B.Tech,2019111020,1
723,23,Bakul Nivas,South Mess,3,2019111021,B.Tech,2019111021,1
724,21,Bakul Nivas,South Mess,4,2019111022,Ph.D,2019111022,1
725,23,Bakul Nivas,Kadamba Mess,3,2019111023,B.Tech,2019111023,1
726,23,Bakul Nivas,Yuktahaar Mess,3,2019111024,B.Tech,2019111024,1
727,19,Bakul Nivas,Yuktahaar Mess,4,2019111025,B.Tech,2019111025,1
728,20,Bakul Nivas,Yuktahaar Mess,2,2019111026,B.Tech,2019111026,1
729,23,Bakul Nivas,Yuktahaar Mess,2,2019111027,B.Tech,2019111027,1
730,20,Bakul Nivas,Kadamba Mess,4,2019111028,B.Tech,2019111028,1
731,21,Parijat Nivas,Yuktahaar Mess,3,2019111029,B.Tech,2019111029,1
732,20,Bakul Nivas,Kadamba Mess,3,2019111030,B.Tech,2019111030,1
733,21,Parijat Nivas,Yuktahaar Mess,2,2019111031,Ph.D,2019111031,1
734,24,Parijat Nivas,South Mess,4,2019111032,B.Tech,2019111032,1
735,22,Bakul Nivas,South Mess,1,2019111033,Ph.D,2019111033,1
736,24,Bakul Nivas,South Mess,1,2019111034,B.Tech,2019111034,1
737,20,Bakul Nivas,South Mess,1,2019111035,B.Tech,2019111035,1
738,24,Bakul Nivas,South Mess,1,2019111036,B.Tech,2019111036,1
739,21,Bakul Nivas,South Mess,1,2019111037,B.Tech,2019111037,1
740,22,Bakul Nivas,Yuktahaar Mess,3,2019111038,B.Tech,2019111038,1
741,19,Bakul Nivas,South Mess,4,2019111039,B.Tech,2019111039,1
742,23,Bakul Nivas,South Mess,3,2019111040,B.Tech,2019111040,1
743,21,Bakul Nivas,Yuktahaar Mess,4,2019111041,Ph.D,2019111041,1
744,18,Bakul Nivas,South Mess,1,2019112001,Ph.D,2019112001,1
745,22,Bakul Nivas,Yuktahaar Mess,3,2019112002,B.Tech,2019112002,1
746,22,Bakul Nivas,Kadamba Mess,1,2019112003,B.Tech,2019112003,1
747,18,Bakul Nivas,Yuktahaar Mess,2,2019112004,B.Tech,2019112004,1
748,22,Bakul Nivas,Kadamba Mess,1,2019112005,B.Tech,2019112005,1
749,19,Bakul Nivas,Yuktahaar Mess,2,2019112006,Ph.D,2019112006,1
750,18,Bakul Nivas,Yuktahaar Mess,2,2019112007,B.Tech,2019112007,1
751,24,Bakul Nivas,South Mess,1,2019112008,Ph.D,2019112008,1
752,22,Bakul Nivas,Yuktahaar Mess,4,2019112009,Ph.D,2019112009,1
753,22,Bakul Nivas,South Mess,1,2019112010,B.Tech,2019112010,1
754,21,Bakul Nivas,Kadamba Mess,1,2019112011,Ph.D,2019112011,1
755,22,Bakul Nivas,Kadamba Mess,1,2019112012,B.Tech,2019112012,1
756,18,Bakul Nivas,Kadamba Mess,1,2019112013,B.Tech,2019112013,1
757,24,Bakul Nivas,South Mess,3,2019112015,B.Tech,2019112015,1
758,23,Bakul Nivas,Yuktahaar Mess,3,2019112016,B.Tech,2019112016,1
759,20,Bakul Nivas,South Mess,3,2019112017,B.Tech,2019112017,1
760,24,Parijat Nivas,South Mess,3,2019112018,B.Tech,2019112018,1
761,21,Bakul Nivas,Kadamba Mess,4,2019112019,B.Tech,2019112019,1
762,20,Parijat Nivas,South Mess,4,2019112020,B.Tech,2019112020,1
763,18,Bakul Nivas,Yuktahaar Mess,3,2019112021,B.Tech,2019112021,1
764,23,Bakul Nivas,South Mess,1,2019112022,B.Tech,2019112022,1
765,19,Parijat Nivas,Kadamba Mess,3,2019112025,B.Tech,2019112025,1
766,23,Parijat Nivas,Kadamba Mess,3,2019113001,Ph.D,2019113001,1
767,18,Bakul Nivas,Yuktahaar Mess,3,2019113002,B.Tech,2019113002,1
768,21,Bakul Nivas,South Mess,1,2019113003,B.Tech,2019113003,1
769,24,Bakul Nivas,Kadamba Mess,3,2019113004,B.Tech,2019113004,1
770,21,Bakul Nivas,South Mess,4,2019113005,B.Tech,2019113005,1
771,24,Bakul Nivas,Kadamba Mess,4,2019113006,B.Tech,2019113006,1
772,21,Parijat Nivas,South Mess,3,2019113007,B.Tech,2019113007,1
773,20,Bakul Nivas,South Mess,4,2019113008,B.Tech,2019113008,1
774,24,Bakul Nivas,South Mess,2,2019113009,Ph.D,2019113009,1
775,24,Bakul Nivas,Kadamba Mess,2,2019113012,Ph.D,2019113012,1
776,24,Bakul Nivas,Kadamba Mess,2,2019113013,B.Tech,2019113013,1
777,24,Bakul Nivas,South Mess,4,2019113014,B.Tech,2019113014,1
778,18,Parijat Nivas,South Mess,1,2019113015,Ph.D,2019113015,1
779,21,Parijat Nivas,Kadamba Mess,4,2019113016,B.Tech,2019113016,1
780,23,Bakul Nivas,Kadamba Mess,2,2019113017,B.Tech,2019113017,1
781,19,Bakul Nivas,Yuktahaar Mess,4,2019113018,B.Tech,2019113018,1
782,23,Parijat Nivas,Kadamba Mess,1,2019113019,B.Tech,2019113019,1
783,22,Parijat Nivas,Yuktahaar Mess,3,2019113020,B.Tech,2019113020,1
784,21,Bakul Nivas,Yuktahaar Mess,3,2019113021,B.Tech,2019113021,1
785,21,Parijat Nivas,South Mess,2,2019113022,Ph.D,2019113022,1
786,23,Parijat Nivas,South Mess,3,2019113023,B.Tech,2019113023,1
787,20,Parijat Nivas,Yuktahaar Mess,3,2019113024,B.Tech,2019113024,1
788,23,Bakul Nivas,Kadamba Mess,4,2019113025,Ph.D,2019113025,1
789,21,Bakul Nivas,South Mess,1,2019113031,B.Tech,2019113031,1
790,22,Bakul Nivas,Kadamba Mess,3,2019113032,B.Tech,2019113032,1
791,24,Parijat Nivas,South Mess,2,2019114001,B.Tech,2019114001,1
792,21,Parijat Nivas,Kadamba Mess,2,2019114002,B.Tech,2019114002,1
793,23,Bakul Nivas,Yuktahaar Mess,3,2019114003,B.Tech,2019114003,1
794,22,Bakul Nivas,Yuktahaar Mess,3,2019114004,Ph.D,2019114004,1
795,18,Bakul Nivas,South Mess,4,2019114005,B.Tech,2019114005,1
796,22,Bakul Nivas,South Mess,1,2019114006,Ph.D,2019114006,1
797,22,Bakul Nivas,Kadamba Mess,2,2019114007,B.Tech,2019114007,1
798,21,Bakul Nivas,Kadamba Mess,3,2019114008,B.Tech,2019114008,1
799,19,Bakul Nivas,Yuktahaar Mess,3,2019114009,B.Tech,2019114009,1
800,24,Bakul Nivas,South Mess,3,2019114010,B.Tech,2019114010,1
801,20,Bakul Nivas,Yuktahaar Mess,2,2019114011,B.Tech,2019114011,1
802,22,Bakul Nivas,South Mess,1,2019114012,B.Tech,2019114012,1
803,22,Bakul Nivas,South Mess,3,2019114013,B.Tech,2019114013,1
804,18,Bakul Nivas,Kadamba Mess,3,2019114014,B.Tech,2019114014,1
805,22,Parijat Nivas,Kadamba Mess,2,2019114015,B.Tech,2019114015,1
806,20,Bakul Nivas,Yuktahaar Mess,3,2019114016,Ph.D,2019114016,1
807,22,Bakul Nivas,Yuktahaar Mess,4,2019114017,B.Tech,2019114017,1
808,19,Parijat Nivas,Yuktahaar Mess,4,2019114021,B.Tech,2019114021,1
809,23,Bakul Nivas,Yuktahaar Mess,1,2019115001,B.Tech,2019115001,1
810,21,Parijat Nivas,South Mess,2,2019115002,B.Tech,2019115002,1
811,23,Bakul Nivas,Kadamba Mess,2,2019115003,B.Tech,2019115003,1
812,21,Bakul Nivas,South Mess,3,2019115004,B.Tech,2019115004,1
813,20,Bakul Nivas,Kadamba Mess,1,2019115005,B.Tech,2019115005,1
814,20,Bakul Nivas,South Mess,3,2019115006,B.Tech,2019115006,1
815,24,Parijat Nivas,Kadamba Mess,4,2019115007,B.Tech,2019115007,1
816,23,Bakul Nivas,Kadamba Mess,1,2019115008,B.Tech,2019115008,1
817,23,Bakul Nivas,South Mess,1,2019115009,B.Tech,2019115009,1
818,21,Bakul Nivas,South Mess,1,2019115010,Ph.D,2019115010,1
819,21,Bakul Nivas,South Mess,4,2019121001,B.Tech,2019121001,1
820,20,Bakul Nivas,Kadamba Mess,1,2019121002,B.Tech,2019121002,1
821,20,Bakul Nivas,Yuktahaar Mess,2,2019121003,Ph.D,2019121003,1
822,22,Bakul Nivas,South Mess,3,2019121004,B.Tech,2019121004,1
823,20,Bakul Nivas,Yuktahaar Mess,4,2019121005,B.Tech,2019121005,1
824,22,Bakul Nivas,Yuktahaar Mess,1,2019121006,Ph.D,2019121006,1
825,21,Bakul Nivas,Yuktahaar Mess,2,2019121007,B.Tech,2019121007,1
826,21,Bakul Nivas,Kadamba Mess,2,2019121008,B.Tech,2019121008,1
827,21,Bakul Nivas,South Mess,4,2019121009,B.Tech,2019121009,1
828,18,Bakul Nivas,South Mess,3,2019121010,Ph.D,2019121010,1
829,18,Bakul Nivas,South Mess,1,2019121011,Ph.D,2019121011,1
830,23,Bakul Nivas,Yuktahaar Mess,1,2019121012,Ph.D,2019121012,1
831,22,Bakul Nivas,Yuktahaar Mess,2,2019122001,Ph.D,2019122001,1
832,23,Bakul Nivas,Yuktahaar Mess,2,2019122002,B.Tech,2019122002,1
833,19,Parijat Nivas,South Mess,1,2019201001,B.Tech,2019201001,1
834,20,Bakul Nivas,South Mess,2,2019201002,B.Tech,2019201002,1
835,18,Bakul Nivas,Kadamba Mess,3,2019201003,Ph.D,2019201003,1
836,18,Parijat Nivas,South Mess,1,2019201004,B.Tech,2019201004,1
837,23,Bakul Nivas,South Mess,4,2019201005,Ph.D,2019201005,1
838,21,Bakul Nivas,South Mess,2,2019201006,B.Tech,2019201006,1
839,19,Bakul Nivas,Yuktahaar Mess,4,2019201007,B.Tech,2019201007,1
840,19,Bakul Nivas,South Mess,2,2019201009,B.Tech,2019201009,1
841,19,Bakul Nivas,Kadamba Mess,2,2019201010,B.Tech,2019201010,1
842,24,Bakul Nivas,Kadamba Mess,2,2019201011,B.Tech,2019201011,1
843,19,Parijat Nivas,Yuktahaar Mess,1,2019201012,Ph.D,2019201012,1
844,20,Bakul Nivas,Kadamba Mess,2,2019201013,B.Tech,2019201013,1
845,23,Bakul Nivas,South Mess,1,2019201014,B.Tech,2019201014,1
846,20,Bakul Nivas,Yuktahaar Mess,1,2019201015,B.Tech,2019201015,1
847,23,Parijat Nivas,Kadamba Mess,4,2019201016,B.Tech,2019201016,1
848,23,Parijat Nivas,Yuktahaar Mess,1,2019201017,Ph.D,2019201017,1
849,23,Parijat Nivas,Yuktahaar Mess,1,2019201018,B.Tech,2019201018,1
850,21,Bakul Nivas,Yuktahaar Mess,2,2019201019,B.Tech,2019201019,1
851,18,Bakul Nivas,Kadamba Mess,3,2019201020,B.Tech,2019201020,1
852,21,Bakul Nivas,South Mess,1,2019201021,Ph.D,2019201021,1
853,21,Bakul Nivas,South Mess,1,2019201022,B.Tech,2019201022,1
854,22,Bakul Nivas,Kadamba Mess,3,2019201023,B.Tech,2019201023,1
855,24,Bakul Nivas,Yuktahaar Mess,1,2019201024,B.Tech,2019201024,1
856,23,Bakul Nivas,Yuktahaar Mess,2,2019201025,B.Tech,2019201025,1
857,24,Bakul Nivas,South Mess,2,2019201026,Ph.D,2019201026,1
858,24,Bakul Nivas,Yuktahaar Mess,1,2019201027,Ph.D,2019201027,1
859,21,Parijat Nivas,South Mess,4,2019201028,B.Tech,2019201028,1
860,22,Bakul Nivas,Kadamba Mess,1,2019201029,B.Tech,2019201029,1
861,22,Bakul Nivas,South Mess,3,2019201030,B.Tech,2019201030,1
862,19,Bakul Nivas,Kadamba Mess,1,2019201031,B.Tech,2019201031,1
863,20,Bakul Nivas,Kadamba Mess,1,2019201032,Ph.D,2019201032,1
864,22,Bakul Nivas,Kadamba Mess,3,2019201033,B.Tech,2019201033,1
865,21,Bakul Nivas,Yuktahaar Mess,3,2019201034,B.Tech,2019201034,1
866,20,Bakul Nivas,South Mess,2,2019201035,B.Tech,2019201035,1
867,21,Bakul Nivas,South Mess,1,2019201036,B.Tech,2019201036,1
868,24,Parijat Nivas,South Mess,2,2019201037,B.Tech,2019201037,1
869,20,Bakul Nivas,South Mess,4,2019201038,B.Tech,2019201038,1
870,20,Bakul Nivas,Yuktahaar Mess,2,2019201039,B.Tech,2019201039,1
871,24,Bakul Nivas,Kadamba Mess,3,2019201040,B.Tech,2019201040,1
872,24,Bakul Nivas,South Mess,1,2019201041,B.Tech,2019201041,1
873,19,Bakul Nivas,South Mess,2,2019201042,B.Tech,2019201042,1
874,23,Bakul Nivas,Yuktahaar Mess,3,2019201043,Ph.D,2019201043,1
875,18,Bakul Nivas,South Mess,1,2019201044,Ph.D,2019201044,1
876,18,Bakul Nivas,Yuktahaar Mess,2,2019201045,B.Tech,2019201045,1
877,21,Bakul Nivas,Kadamba Mess,3,2019201046,B.Tech,2019201046,1
878,21,Bakul Nivas,Yuktahaar Mess,4,2019201047,Ph.D,2019201047,1
879,20,Bakul Nivas,Yuktahaar Mess,2,2019201048,B.Tech,2019201048,1
880,19,Bakul Nivas,Yuktahaar Mess,2,2019201049,B.Tech,2019201049,1
881,23,Bakul Nivas,South Mess,2,2019201050,B.Tech,2019201050,1
882,18,Parijat Nivas,Kadamba Mess,4,2019201051,B.Tech,2019201051,1
883,18,Bakul Nivas,South Mess,4,2019201052,B.Tech,2019201052,1
884,24,Bakul Nivas,Yuktahaar Mess,4,2019201053,B.Tech,2019201053,1
885,18,Bakul Nivas,Yuktahaar Mess,4,2019201054,B.Tech,2019201054,1
886,22,Bakul Nivas,Kadamba Mess,3,2019201055,Ph.D,2019201055,1
887,18,Bakul Nivas,Yuktahaar Mess,3,2019201056,B.Tech,2019201056,1
888,22,Bakul Nivas,Yuktahaar Mess,3,2019201057,B.Tech,2019201057,1
889,24,Bakul Nivas,Yuktahaar Mess,2,2019201058,B.Tech,2019201058,1
890,19,Bakul Nivas,Yuktahaar Mess,4,2019201059,B.Tech,2019201059,1
891,19,Bakul Nivas,South Mess,1,2019201060,B.Tech,2019201060,1
892,20,Bakul Nivas,Yuktahaar Mess,2,2019201061,B.Tech,2019201061,1
893,21,Bakul Nivas,Yuktahaar Mess,4,2019201062,B.Tech,2019201062,1
894,20,Bakul Nivas,Yuktahaar Mess,2,2019201063,B.Tech,2019201063,1
895,24,Bakul Nivas,Kadamba Mess,4,2019201064,B.Tech,2019201064,1
896,20,Bakul Nivas,South Mess,2,2019201065,B.Tech,2019201065,1
897,21,Parijat Nivas,Kadamba Mess,4,2019201066,Ph.D,2019201066,1
898,18,Bakul Nivas,Kadamba Mess,2,2019201067,Ph.D,2019201067,1
899,21,Bakul Nivas,South Mess,2,2019201068,B.Tech,2019201068,1
900,18,Bakul Nivas,Yuktahaar Mess,4,2019201069,Ph.D,2019201069,1
901,20,Parijat Nivas,South Mess,2,2019201070,Ph.D,2019201070,1
902,19,Bakul Nivas,South Mess,2,2019201071,Ph.D,2019201071,1
903,24,Bakul Nivas,Yuktahaar Mess,2,2019201072,B.Tech,2019201072,1
904,18,Parijat Nivas,Kadamba Mess,3,2019201073,B.Tech,2019201073,1
905,18,Bakul Nivas,Yuktahaar Mess,1,2019201074,Ph.D,2019201074,1
906,18,Bakul Nivas,Kadamba Mess,3,2019201075,B.Tech,2019201075,1
907,24,Bakul Nivas,Yuktahaar Mess,3,2019201076,Ph.D,2019201076,1
908,24,Bakul Nivas,Yuktahaar Mess,2,2019201077,B.Tech,2019201077,1
909,20,Bakul Nivas,Yuktahaar Mess,2,2019201078,B.Tech,2019201078,1
910,24,Bakul Nivas,Yuktahaar Mess,4,2019201079,B.Tech,2019201079,1
911,24,Bakul Nivas,Kadamba Mess,2,2019201080,Ph.D,2019201080,1
912,24,Bakul Nivas,Kadamba Mess,1,2019201081,B.Tech,2019201081,1
913,23,Bakul Nivas,Yuktahaar Mess,3,2019201082,B.Tech,2019201082,1
914,24,Bakul Nivas,Yuktahaar Mess,4,2019201083,B.Tech,2019201083,1
915,18,Bakul Nivas,Kadamba Mess,3,2019201084,B.Tech,2019201084,1
916,23,Parijat Nivas,Kadamba Mess,3,2019201085,B.Tech,2019201085,1
917,19,Bakul Nivas,Kadamba Mess,3,2019201086,B.Tech,2019201086,1
918,18,Bakul Nivas,South Mess,3,2019201087,B.Tech,2019201087,1
919,24,Bakul Nivas,Kadamba Mess,2,2019201088,B.Tech,2019201088,1
920,21,Bakul Nivas,South Mess,2,2019201089,B.Tech,2019201089,1
921,18,Parijat Nivas,South Mess,3,2019201090,B.Tech,2019201090,1
922,23,Parijat Nivas,Yuktahaar Mess,2,2019201091,B.Tech,2019201091,1
923,18,Bakul Nivas,South Mess,2,2019201092,Ph.D,2019201092,1
924,24,Parijat Nivas,Kadamba Mess,1,2019201093,Ph.D,2019201093,1
925,21,Bakul Nivas,Yuktahaar Mess,3,2019201094,B.Tech,2019201094,1
926,19,Bakul Nivas,Kadamba Mess,3,2019201095,B.Tech,2019201095,1
927,18,Bakul Nivas,Kadamba Mess,2,2019201096,B.Tech,2019201096,1
928,23,Bakul Nivas,South Mess,1,2019201097,B.Tech,2019201097,1
929,18,Bakul Nivas,South Mess,1,2019201098,B.Tech,2019201098,1
930,22,Bakul Nivas,Yuktahaar Mess,4,2019201099,B.Tech,2019201099,1
931,23,Bakul Nivas,Kadamba Mess,4,2019201100,Ph.D,2019201100,1
932,23,Bakul Nivas,Kadamba Mess,3,2019202001,B.Tech,2019202001,1
933,18,Bakul Nivas,Kadamba Mess,2,2019202002,B.Tech,2019202002,1
934,23,Bakul Nivas,Kadamba Mess,2,2019202003,B.Tech,2019202003,1
935,22,Bakul Nivas,South Mess,1,2019202004,B.Tech,2019202004,1
936,24,Bakul Nivas,South Mess,3,2019202005,Ph.D,2019202005,1
937,20,Bakul Nivas,Kadamba Mess,1,2019202006,B.Tech,2019202006,1
938,22,Parijat Nivas,Kadamba Mess,4,2019202007,B.Tech,2019202007,1
939,18,Bakul Nivas,South Mess,1,2019202008,B.Tech,2019202008,1
940,24,Bakul Nivas,South Mess,3,2019202009,B.Tech,2019202009,1
941,21,Bakul Nivas,Yuktahaar Mess,1,2019202010,B.Tech,2019202010,1
942,18,Bakul Nivas,Yuktahaar Mess,2,2019211001,B.Tech,2019211001,1
943,22,Bakul Nivas,Yuktahaar Mess,2,2019211002,Ph.D,2019211002,1
944,22,Parijat Nivas,Kadamba Mess,4,2019211003,B.Tech,2019211003,1
945,20,Palash Nivas,Kadamba Mess,2,2019701006,Ph.D,2019701006,1
946,20,Parijat Nivas,Kadamba Mess,4,2019701008,B.Tech,2019701008,1
947,20,Palash Nivas,Kadamba Mess,4,2019701011,B.Tech,2019701011,1
948,21,Parijat Nivas,South Mess,4,2019701014,Ph.D,2019701014,1
949,24,Palash Nivas,South Mess,1,2019701022,B.Tech,2019701022,1
950,22,Palash Nivas,Yuktahaar Mess,3,2019702002,Ph.D,2019702002,1
951,20,Palash Nivas,Kadamba Mess,3,2019702012,Ph.D,2019702012,1
952,20,Palash Nivas,Kadamba Mess,1,2019702015,B.Tech,2019702015,1
953,23,Palash Nivas,South Mess,4,2019801006,Ph.D,2019801006,1
954,23,Palash Nivas,Yuktahaar Mess,2,2019802001,B.Tech,2019802001,1
955,20,Parijat Nivas,Yuktahaar Mess,1,2019811001,B.Tech,2019811001,1
956,20,Palash Nivas,Yuktahaar Mess,1,2019811002,B.Tech,2019811002,1
957,24,Palash Nivas,Yuktahaar Mess,4,2019900002,B.Tech,2019900002,1
958,20,Palash Nivas,Kadamba Mess,3,2019900005,B.Tech,2019900005,1
959,20,Parijat Nivas,Yuktahaar Mess,4,2019900013,B.Tech,2019900013,1
960,22,Parijat Nivas,Yuktahaar Mess,1,2019900015,B.Tech,2019900015,1
961,18,Parijat Nivas,Kadamba Mess,4,2019900016,B.Tech,2019900016,1
962,18,Parijat Nivas,Kadamba Mess,1,2019900020,B.Tech,2019900020,1
963,18,Palash Nivas,Yuktahaar Mess,1,2019900023,B.Tech,2019900023,1
964,23,Palash Nivas,Kadamba Mess,1,2019900027,Ph.D,2019900027,1
965,21,Palash Nivas,South Mess,4,2019900030,B.Tech,2019900030,1
966,20,Palash Nivas,Kadamba Mess,2,2019900031,B.Tech,2019900031,1
967,21,Palash Nivas,Kadamba Mess,2,2019900034,B.Tech,2019900034,1
968,19,Palash Nivas,Kadamba Mess,2,2019900037,B.Tech,2019900037,1
969,20,Parijat Nivas,South Mess,3,2019900038,B.Tech,2019900038,1
970,22,Palash Nivas,Kadamba Mess,2,2019900039,B.Tech,2019900039,1
971,21,Palash Nivas,Yuktahaar Mess,1,2019900053,B.Tech,2019900053,1
972,20,Parijat Nivas,South Mess,4,2019900055,B.Tech,2019900055,1
973,20,Palash Nivas,South Mess,1,2019900057,B.Tech,2019900057,1
974,23,Parijat Nivas,Yuktahaar Mess,2,2019900058,B.Tech,2019900058,1
975,18,Palash Nivas,South Mess,4,2019900063,B.Tech,2019900063,1
976,24,Parijat Nivas,South Mess,4,2019900068,Ph.D,2019900068,1
977,24,Palash Nivas,Kadamba Mess,3,2019900074,Ph.D,2019900074,1
978,24,Palash Nivas,South Mess,2,2019900079,B.Tech,2019900079,1
979,18,Palash Nivas,Yuktahaar Mess,2,2019900084,B.Tech,2019900084,1
980,18,Parijat Nivas,Yuktahaar Mess,4,2019900086,B.Tech,2019900086,1
981,18,Palash Nivas,South Mess,1,2019900087,B.Tech,2019900087,1
982,22,Parijat Nivas,Yuktahaar Mess,1,2019900091,B.Tech,2019900091,1
983,23,Palash Nivas,Kadamba Mess,2,2020121001,B.Tech,2020121001,1
984,20,Palash Nivas,South Mess,1,2020121002,B.Tech,2020121002,1
985,18,Palash Nivas,Yuktahaar Mess,4,2020121003,B.Tech,2020121003,1
986,20,Palash Nivas,Yuktahaar Mess,3,2020121004,B.Tech,2020121004,1
987,22,Parijat Nivas,South Mess,3,2020121005,B.Tech,2020121005,1
988,22,Palash Nivas,South Mess,3,2020121006,B.Tech,2020121006,1
989,19,Palash Nivas,South Mess,1,2020121007,B.Tech,2020121007,1
990,19,Palash Nivas,Kadamba Mess,2,2020121008,B.Tech,2020121008,1
991,18,Parijat Nivas,Yuktahaar Mess,3,2020121009,B.Tech,2020121009,1
992,24,Palash Nivas,Kadamba Mess,3,2020121010,B.Tech,2020121010,1
993,18,Parijat Nivas,Kadamba Mess,4,2020121011,B.Tech,2020121011,1
994,23,Palash Nivas,Yuktahaar Mess,4,2020121012,B.Tech,2020121012,1
995,20,Palash Nivas,Yuktahaar Mess,4,2020122001,B.Tech,2020122001,1
996,23,Palash Nivas,Kadamba Mess,2,2020122002,B.Tech,2020122002,1
997,21,Palash Nivas,Kadamba Mess,1,2020122003,Ph.D,2020122003,1
998,21,Palash Nivas,South Mess,2,2020122004,B.Tech,2020122004,1
999,23,Palash Nivas,Kadamba Mess,4,2020201001,B.Tech,2020201001,1
1000,24,Palash Nivas,Yuktahaar Mess,2,2020201003,B.Tech,2020201003,1
1001,23,Parijat Nivas,Kadamba Mess,3,2020201004,B.Tech,2020201004,1
1002,21,Palash Nivas,South Mess,3,2020201005,Ph.D,2020201005,1
1003,22,Palash Nivas,Kadamba Mess,3,2020201006,B.Tech,2020201006,1
1004,19,Palash Nivas,Yuktahaar Mess,2,2020201007,B.Tech,2020201007,1
1005,18,Parijat Nivas,South Mess,1,2020201008,B.Tech,2020201008,1
1006,22,Palash Nivas,Yuktahaar Mess,3,2020201009,B.Tech,2020201009,1
1007,23,Palash Nivas,South Mess,1,2020201010,B.Tech,2020201010,1
1008,24,Parijat Nivas,Kadamba Mess,3,2020201011,B.Tech,2020201011,1
1009,21,Palash Nivas,Yuktahaar Mess,3,2020201012,Ph.D,2020201012,1
1010,24,Parijat Nivas,Yuktahaar Mess,1,2020201013,B.Tech,2020201013,1
1011,21,Palash Nivas,Kadamba Mess,1,2020201014,B.Tech,2020201014,1
1012,23,Palash Nivas,Yuktahaar Mess,4,2020201016,B.Tech,2020201016,1
1013,23,Palash Nivas,Yuktahaar Mess,4,2020201017,B.Tech,2020201017,1
1014,24,Palash Nivas,Yuktahaar Mess,1,2020201019,B.Tech,2020201019,1
1015,21,Palash Nivas,Yuktahaar Mess,3,2020201020,B.Tech,2020201020,1
1016,20,Palash Nivas,Kadamba Mess,1,2020201021,B.Tech,2020201021,1
1017,24,Palash Nivas,Kadamba Mess,3,2020201022,B.Tech,2020201022,1
1018,19,Parijat Nivas,South Mess,3,2020201023,B.Tech,2020201023,1
1019,23,Palash Nivas,Yuktahaar Mess,1,2020201024,B.Tech,2020201024,1
1020,18,Palash Nivas,Yuktahaar Mess,2,2020201025,B.Tech,2020201025,1
